Time (ns),spi_master_tb.dut.ss_n,spi_master_tb.dut.sclk,spi_master_tb.rx_data,spi_master_tb.dut.mosi,spi_master_tb.dut.irq,spi_master_tb.dut.busy,spi_master_tb.CLOCK_DIVIDER,spi_master_tb.DATA_WIDTH,spi_master_tb.DEFAULT_DATA_ENABLED,spi_master_tb.DEFAULT_DATA_PATTERN,spi_master_tb.DEFAULT_DATA_VALUE,spi_master_tb.FIFO_DEPTH,spi_master_tb.MODE,spi_master_tb.MSB_FIRST,spi_master_tb.NUM_SLAVES,spi_master_tb.SLAVE_ACTIVE_LOW,spi_master_tb.dut.clk,spi_master_tb.dut.miso,spi_master_tb.dut.rst_n,spi_master_tb.dut.start_rx,spi_master_tb.dut.start_tx,spi_master_tb.tx_data,spi_master_tb.dut.CPHA,spi_master_tb.dut.CPOL,spi_master_tb.dut.SS_ACTIVE,spi_master_tb.dut.tx_data,spi_master_tb.dut.CLOCK_DIVIDER,spi_master_tb.dut.COMPLETE,spi_master_tb.dut.DATA_WIDTH,spi_master_tb.dut.DEFAULT_DATA_ENABLED,spi_master_tb.dut.DEFAULT_DATA_PATTERN,spi_master_tb.dut.DEFAULT_DATA_VALUE,spi_master_tb.dut.FIFO_DEPTH,spi_master_tb.dut.IDLE,spi_master_tb.dut.MODE,spi_master_tb.dut.MSB_FIRST,spi_master_tb.dut.NUM_SLAVES,spi_master_tb.dut.RECEIVE,spi_master_tb.dut.SCLK_HALF_PERIOD,spi_master_tb.dut.SETUP,spi_master_tb.dut.SLAVE_ACTIVE_LOW,spi_master_tb.dut.TRANSMIT,spi_master_tb.dut.bit_counter,spi_master_tb.dut.clk_counter,spi_master_tb.dut.default_data,spi_master_tb.dut.last_sclk,spi_master_tb.dut.next_state,spi_master_tb.dut.rx_data,spi_master_tb.dut.rx_shift_reg,spi_master_tb.dut.sclk_gen,spi_master_tb.dut.state,spi_master_tb.dut.tx_shift_reg
1240000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,1,b10,b1010101
1250000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,1,b10,b0,b0,1,b10,b10101010
1260000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,1,b10,b0,b0,1,b10,b10101010
1270000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,1,b10,b0,b0,0,b10,b10101010
1280000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,1,b10,b0,b0,0,b10,b10101010
1290000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,0,b10,b0,b0,0,b10,b10101010
1300000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,0,b10,b0,b0,0,b10,b10101010
1310000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,0,b10,b0,b0,1,b10,b10101010
1320000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,0,b10,b0,b0,1,b10,b10101010
1330000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,1,b10,b0,b0,1,b10,b1010100
1340000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,1,b10,b0,b0,1,b10,b1010100
1350000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,1,b10,b0,b0,0,b10,b1010100
1360000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,1,b10,b0,b0,0,b10,b1010100
1370000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,0,b10,b0,b0,0,b10,b1010100
1380000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,0,b10,b0,b0,0,b10,b1010100
1390000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,0,b10,b0,b0,1,b10,b1010100
1400000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,0,b10,b0,b0,1,b10,b1010100
1410000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,1,b10,b0,b0,1,b10,b10101000
1420000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,1,b10,b0,b0,1,b10,b10101000
1430000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,1,b10,b0,b0,0,b10,b10101000
1440000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,1,b10,b0,b0,0,b10,b10101000
1450000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,0,b10,b0,b0,0,b10,b10101000
1460000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,0,b10,b0,b0,0,b10,b10101000
1470000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,0,b10,b0,b0,1,b10,b10101000
1480000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,0,b10,b0,b0,1,b10,b10101000
1490000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,1,b10,b0,b0,1,b10,b1010000
1500000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,1,b10,b0,b0,1,b10,b1010000
1510000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,1,b10,b0,b0,0,b10,b1010000
1520000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,1,b10,b0,b0,0,b10,b1010000
1530000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,0,b10,b0,b0,0,b10,b1010000
1540000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,0,b10,b0,b0,0,b10,b1010000
1550000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,0,b10,b0,b0,1,b10,b1010000
1560000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,0,b10,b0,b0,1,b10,b1010000
1570000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,1,b10,b0,b0,1,b10,b10100000
1580000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,1,b10,b0,b0,1,b10,b10100000
1590000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,1,b10,b0,b0,0,b10,b10100000
1600000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,1,b10,b0,b0,0,b10,b10100000
1610000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,0,b10,b0,b0,0,b10,b10100000
1620000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,0,b10,b0,b0,0,b10,b10100000
1630000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,0,b10,b0,b0,1,b10,b10100000
1640000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,0,b10,b0,b0,1,b10,b10100000
1650000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,1,b10,b0,b0,1,b10,b1000000
1660000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,1,b10,b0,b0,1,b10,b1000000
1670000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,1,b10,b0,b0,0,b10,b1000000
1680000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,1,b10,b0,b0,0,b10,b1000000
1690000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,0,b10,b0,b0,0,b10,b1000000
1700000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,0,b10,b0,b0,0,b10,b1000000
1710000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,0,b10,b0,b0,1,b10,b1000000
1720000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,0,b10,b0,b0,1,b10,b1000000
1730000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,1,b10,b0,b0,1,b10,b10000000
1740000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,1,b10,b0,b0,1,b10,b10000000
1750000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,1,b10,b0,b0,0,b10,b10000000
1760000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,1,b10,b0,b0,0,b10,b10000000
1770000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,0,b10,b0,b0,0,b10,b10000000
1780000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,0,b10,b0,b0,0,b10,b10000000
1790000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,0,b10,b0,b0,1,b10,b10000000
1800000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,0,b10,b0,b0,1,b10,b10000000
1810000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b1,b1110,1,b100,b0,b0,1,b10,b0
1820000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b1,b1110,1,b100,b0,b0,1,b10,b0
1830000,1,1,b0,1,1,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,1,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,1,b0,b0,b0,0,b100,b0
1840000,1,1,b0,1,1,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,1,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,1,b0,b0,b0,0,b100,b0
1850000,1,0,b0,1,0,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,1,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,0,b1,b0,b0,0,b0,b0
1860000,1,0,b0,1,0,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,1,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,0,b1,b0,b0,0,b0,b0
1870000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,1,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,0,b10,b0,b0,0,b1,b0
1880000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,0,b10,b0,b0,0,b1,b0
1890000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,0,b10,b1010101
1900000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,0,b10,b1010101
1910000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b1,b1110,0,b10,b0,b0,0,b10,b1010101
1920000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b1010101,0,0,0,b1010101,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b1,b1110,0,b10,b0,b0,0,b10,b1010101
