Time (ns),SCLK,MOSI,MISO,SS_N,BUSY,IRQ,DATA
6000000,0,0,0,b1111,0,0,b11010010110100101101001011010
6010000,0,0,0,b1111,0,0,b11010010110100101101001011010
6020000,0,0,0,b1111,0,0,b11010010110100101101001011010
6030000,0,0,0,b1111,0,0,b11010010110100101101001011010
6040000,0,0,0,b1111,0,0,b11010010110100101101001011010
6050000,0,0,0,b1111,0,0,b11010010110100101101001011010
6060000,0,0,0,b1111,0,0,b11010010110100101101001011010
6070000,0,0,0,b1111,0,0,b11010010110100101101001011010
6080000,0,0,0,b1111,0,0,b11010010110100101101001011010
6090000,0,0,0,b1111,0,0,b11010010110100101101001011010
6100000,0,0,0,b1111,0,0,b11010010110100101101001011010
6110000,0,0,0,b1111,0,0,b11010010110100101101001011010
6120000,0,0,0,b1111,0,0,b11010010110100101101001011010
6130000,0,0,0,b1111,0,0,b11010010110100101101001011010
6140000,0,0,0,b1111,0,0,b11010010110100101101001011010
6150000,0,0,0,b1111,0,0,b11010010110100101101001011010
6160000,0,0,0,b1111,0,0,b11010010110100101101001011010
6170000,0,0,0,b1111,0,0,b11010010110100101101001011010
6180000,0,0,0,b1111,0,0,b11010010110100101101001011010
6190000,0,0,0,b1111,0,0,b11010010110100101101001011010
