Time (ns),IRQ,spi_dual_tb.dut.tx_ready,SS_N,SCLK,spi_dual_tb.dut.rx_valid,DATA,MOSI,MISO,BUSY,spi_dual_tb.dut.clk,spi_dual_tb.expected_slave_rx,spi_dual_tb.dut.master_mode,MISO,MOSI,spi_dual_tb.dut.rst_n,SCLK,spi_dual_tb.slave_rx_valid_seen,SS_N,spi_dual_tb.timeout_cycles,spi_dual_tb.tx_data,spi_dual_tb.dut.tx_valid,spi_dual_tb.i,spi_dual_tb.dut.irq_clear,spi_dual_tb.dut.tx_data,SS_N,DATA,spi_dual_tb.dut.default_data,spi_dual_tb.dut.master_bit_counter,spi_dual_tb.dut.master_busy,spi_dual_tb.dut.master_rx_data_buffer,spi_dual_tb.dut.master_rx_shift_reg,spi_dual_tb.dut.master_rx_valid_buffer,spi_dual_tb.dut.master_sclk_counter,spi_dual_tb.dut.master_sclk_en,spi_dual_tb.dut.master_ss_n_reg,spi_dual_tb.dut.master_start_rx,spi_dual_tb.dut.master_start_tx,spi_dual_tb.dut.master_tx_ready_buffer,spi_dual_tb.dut.master_tx_shift_reg,spi_dual_tb.dut.slave_bit_counter,spi_dual_tb.dut.slave_busy_buffer,spi_dual_tb.dut.slave_rx_data_buffer,spi_dual_tb.dut.slave_rx_valid_buffer,spi_dual_tb.dut.slave_sclk_last_state,spi_dual_tb.dut.slave_ss_last_state,spi_dual_tb.dut.slave_timeout_counter,spi_dual_tb.dut.slave_transaction_active,spi_dual_tb.dut.slave_tx_ready_buffer,spi_dual_tb.dut.slave_tx_shift_reg,spi_dual_tb.wait_master.timeout
1800000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11000,1,bx,b0,0,b10,1,b1101,0,0,0,b100101000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1000100
1810000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11001,1,bx,b0,0,b0,1,b1101,0,0,0,b1010000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1000101
1820000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11001,1,bx,b0,0,b0,1,b1101,0,0,0,b1010000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1000101
1830000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11001,1,bx,b0,0,b1,1,b1101,0,0,0,b1010000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1000110
1840000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11001,1,bx,b0,0,b1,1,b1101,0,0,0,b1010000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1000110
1850000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11001,1,bx,b0,0,b10,1,b1101,0,0,0,b1010000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1000111
1860000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11001,1,bx,b0,0,b10,1,b1101,0,0,0,b1010000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1000111
1870000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11010,1,bx,b0,0,b0,1,b1101,0,0,0,b10100000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001000
1880000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11010,1,bx,b0,0,b0,1,b1101,0,0,0,b10100000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001000
1890000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11010,1,bx,b0,0,b1,1,b1101,0,0,0,b10100000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001001
1900000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11010,1,bx,b0,0,b1,1,b1101,0,0,0,b10100000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001001
1910000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11010,1,bx,b0,0,b10,1,b1101,0,0,0,b10100000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001010
1920000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11010,1,bx,b0,0,b10,1,b1101,0,0,0,b10100000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001010
1930000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11011,1,bx,b0,0,b0,1,b1101,0,0,0,b101000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001011
1940000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11011,1,bx,b0,0,b0,1,b1101,0,0,0,b101000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001011
1950000,0,0,b1101,1,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11011,1,bx,b0,0,b1,1,b1101,0,0,0,b101000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001100
1960000,0,0,b1101,1,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11011,1,bx,b0,0,b1,1,b1101,0,0,0,b101000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001100
1970000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11011,1,bx,b0,0,b10,1,b1101,0,0,0,b101000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001101
1980000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11011,1,bx,b0,0,b10,1,b1101,0,0,0,b101000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001101
1990000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11100,1,bx,b0,0,b0,1,b1101,0,0,0,b10000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001110
2000000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11100,1,bx,b0,0,b0,1,b1101,0,0,0,b10000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001110
2010000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11100,1,bx,b0,0,b1,1,b1101,0,0,0,b10000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001111
2020000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11100,1,bx,b0,0,b1,1,b1101,0,0,0,b10000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1001111
2030000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11100,1,bx,b0,0,b10,1,b1101,0,0,0,b10000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010000
2040000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11100,1,bx,b0,0,b10,1,b1101,0,0,0,b10000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010000
2050000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11101,1,bx,b0,0,b0,1,b1101,0,0,0,b100000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010001
2060000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11101,1,bx,b0,0,b0,1,b1101,0,0,0,b100000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010001
2070000,0,0,b1101,1,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11101,1,bx,b0,0,b1,1,b1101,0,0,0,b100000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010010
2080000,0,0,b1101,1,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11101,1,bx,b0,0,b1,1,b1101,0,0,0,b100000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010010
2090000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11101,1,bx,b0,0,b10,1,b1101,0,0,0,b100000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010011
2100000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11101,1,bx,b0,0,b10,1,b1101,0,0,0,b100000000000000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010011
2110000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11110,1,bx,b0,0,b0,1,b1101,0,0,0,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010100
2120000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11110,1,bx,b0,0,b0,1,b1101,0,0,0,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010100
2130000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11110,1,bx,b0,0,b1,1,b1101,0,0,0,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010101
2140000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11110,1,bx,b0,0,b1,1,b1101,0,0,0,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010101
2150000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11110,1,bx,b0,0,b10,1,b1101,0,0,0,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010110
2160000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b11110,1,bx,b0,0,b10,1,b1101,0,0,0,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010110
2170000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010111
2180000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1010111
2190000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2200000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2210000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2220000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2230000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2240000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2250000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2260000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2270000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2280000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2290000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2300000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2310000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2320000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2330000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2340000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2350000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2360000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2370000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2380000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2390000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2400000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2410000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2420000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2430000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2440000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2450000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2460000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2470000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2480000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2490000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2500000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2510000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2520000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2530000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2540000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2550000,0,1,b1111,0,1,b0,0,0,0,1,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
2560000,0,1,b1111,0,1,b0,0,0,0,0,bx,1,0,0,1,0,1,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1111,b0,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b1011000
