Time (ns),IRQ,spi_dual_tb.dut.tx_ready,SS_N,SCLK,spi_dual_tb.dut.rx_valid,DATA,MOSI,MISO,BUSY,spi_dual_tb.dut.clk,spi_dual_tb.expected_slave_rx,spi_dual_tb.dut.master_mode,MISO,MOSI,spi_dual_tb.dut.rst_n,SCLK,spi_dual_tb.slave_rx_valid_seen,SS_N,spi_dual_tb.timeout_cycles,spi_dual_tb.tx_data,spi_dual_tb.dut.tx_valid,spi_dual_tb.i,spi_dual_tb.dut.irq_clear,spi_dual_tb.dut.tx_data,SS_N,DATA,spi_dual_tb.dut.default_data,spi_dual_tb.dut.master_bit_counter,spi_dual_tb.dut.master_busy,spi_dual_tb.dut.master_rx_data_buffer,spi_dual_tb.dut.master_rx_shift_reg,spi_dual_tb.dut.master_rx_valid_buffer,spi_dual_tb.dut.master_sclk_counter,spi_dual_tb.dut.master_sclk_en,spi_dual_tb.dut.master_ss_n_reg,spi_dual_tb.dut.master_start_rx,spi_dual_tb.dut.master_start_tx,spi_dual_tb.dut.master_tx_ready_buffer,spi_dual_tb.dut.master_tx_shift_reg,spi_dual_tb.dut.slave_bit_counter,spi_dual_tb.dut.slave_busy_buffer,spi_dual_tb.dut.slave_rx_data_buffer,spi_dual_tb.dut.slave_rx_valid_buffer,spi_dual_tb.dut.slave_sclk_last_state,spi_dual_tb.dut.slave_ss_last_state,spi_dual_tb.dut.slave_timeout_counter,spi_dual_tb.dut.slave_transaction_active,spi_dual_tb.dut.slave_tx_ready_buffer,spi_dual_tb.dut.slave_tx_shift_reg,spi_dual_tb.wait_master.timeout
760000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b111,1,bx,b0,0,b1,1,b1101,0,0,0,b10010110100101101001010000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10000
770000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b111,1,bx,b0,0,b10,1,b1101,0,0,0,b10010110100101101001010000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10001
780000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b111,1,bx,b0,0,b10,1,b1101,0,0,0,b10010110100101101001010000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10001
790000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1000,1,bx,b0,0,b0,1,b1101,0,0,0,b100101101001011010010100000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10010
800000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1000,1,bx,b0,0,b0,1,b1101,0,0,0,b100101101001011010010100000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10010
810000,0,0,b1101,1,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1000,1,bx,b0,0,b1,1,b1101,0,0,0,b100101101001011010010100000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10011
820000,0,0,b1101,1,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1000,1,bx,b0,0,b1,1,b1101,0,0,0,b100101101001011010010100000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10011
830000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1000,1,bx,b0,0,b10,1,b1101,0,0,0,b100101101001011010010100000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10100
840000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1000,1,bx,b0,0,b10,1,b1101,0,0,0,b100101101001011010010100000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10100
850000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1001,1,bx,b0,0,b0,1,b1101,0,0,0,b1011010010110100101000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10101
860000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1001,1,bx,b0,0,b0,1,b1101,0,0,0,b1011010010110100101000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10101
870000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1001,1,bx,b0,0,b1,1,b1101,0,0,0,b1011010010110100101000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10110
880000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1001,1,bx,b0,0,b1,1,b1101,0,0,0,b1011010010110100101000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10110
890000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1001,1,bx,b0,0,b10,1,b1101,0,0,0,b1011010010110100101000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10111
900000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1001,1,bx,b0,0,b10,1,b1101,0,0,0,b1011010010110100101000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b10111
910000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1010,1,bx,b0,0,b0,1,b1101,0,0,0,b10110100101101001010000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11000
920000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1010,1,bx,b0,0,b0,1,b1101,0,0,0,b10110100101101001010000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11000
930000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1010,1,bx,b0,0,b1,1,b1101,0,0,0,b10110100101101001010000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11001
940000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1010,1,bx,b0,0,b1,1,b1101,0,0,0,b10110100101101001010000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11001
950000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1010,1,bx,b0,0,b10,1,b1101,0,0,0,b10110100101101001010000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11010
960000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1010,1,bx,b0,0,b10,1,b1101,0,0,0,b10110100101101001010000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11010
970000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1011,1,bx,b0,0,b0,1,b1101,0,0,0,b101101001011010010100000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11011
980000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1011,1,bx,b0,0,b0,1,b1101,0,0,0,b101101001011010010100000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11011
990000,0,0,b1101,1,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1011,1,bx,b0,0,b1,1,b1101,0,0,0,b101101001011010010100000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11100
1000000,0,0,b1101,1,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1011,1,bx,b0,0,b1,1,b1101,0,0,0,b101101001011010010100000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11100
1010000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1011,1,bx,b0,0,b10,1,b1101,0,0,0,b101101001011010010100000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11101
1020000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1011,1,bx,b0,0,b10,1,b1101,0,0,0,b101101001011010010100000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11101
1030000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1100,1,bx,b0,0,b0,1,b1101,0,0,0,b11010010110100101000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11110
1040000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1100,1,bx,b0,0,b0,1,b1101,0,0,0,b11010010110100101000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11110
1050000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1100,1,bx,b0,0,b1,1,b1101,0,0,0,b11010010110100101000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11111
1060000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1100,1,bx,b0,0,b1,1,b1101,0,0,0,b11010010110100101000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b11111
1070000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1100,1,bx,b0,0,b10,1,b1101,0,0,0,b11010010110100101000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100000
1080000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1100,1,bx,b0,0,b10,1,b1101,0,0,0,b11010010110100101000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100000
1090000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1101,1,bx,b0,0,b0,1,b1101,0,0,0,b110100101101001010000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100001
1100000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1101,1,bx,b0,0,b0,1,b1101,0,0,0,b110100101101001010000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100001
1110000,0,0,b1101,1,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1101,1,bx,b0,0,b1,1,b1101,0,0,0,b110100101101001010000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100010
1120000,0,0,b1101,1,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1101,1,bx,b0,0,b1,1,b1101,0,0,0,b110100101101001010000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100010
1130000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1101,1,bx,b0,0,b10,1,b1101,0,0,0,b110100101101001010000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100011
1140000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1101,1,bx,b0,0,b10,1,b1101,0,0,0,b110100101101001010000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100011
1150000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1110,1,bx,b0,0,b0,1,b1101,0,0,0,b101001011010010100000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100100
1160000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1110,1,bx,b0,0,b0,1,b1101,0,0,0,b101001011010010100000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100100
1170000,0,0,b1101,1,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1110,1,bx,b0,0,b1,1,b1101,0,0,0,b101001011010010100000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100101
1180000,0,0,b1101,1,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1110,1,bx,b0,0,b1,1,b1101,0,0,0,b101001011010010100000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100101
1190000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1110,1,bx,b0,0,b10,1,b1101,0,0,0,b101001011010010100000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100110
1200000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1110,1,bx,b0,0,b10,1,b1101,0,0,0,b101001011010010100000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100110
1210000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1111,1,bx,b0,0,b0,1,b1101,0,0,0,b10010110100101000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100111
1220000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1111,1,bx,b0,0,b0,1,b1101,0,0,0,b10010110100101000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b100111
1230000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1111,1,bx,b0,0,b1,1,b1101,0,0,0,b10010110100101000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101000
1240000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1111,1,bx,b0,0,b1,1,b1101,0,0,0,b10010110100101000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101000
1250000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1111,1,bx,b0,0,b10,1,b1101,0,0,0,b10010110100101000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101001
1260000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b1111,1,bx,b0,0,b10,1,b1101,0,0,0,b10010110100101000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101001
1270000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10000,1,bx,b0,0,b0,1,b1101,0,0,0,b100101101001010000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101010
1280000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10000,1,bx,b0,0,b0,1,b1101,0,0,0,b100101101001010000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101010
1290000,0,0,b1101,1,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10000,1,bx,b0,0,b1,1,b1101,0,0,0,b100101101001010000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101011
1300000,0,0,b1101,1,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10000,1,bx,b0,0,b1,1,b1101,0,0,0,b100101101001010000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101011
1310000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10000,1,bx,b0,0,b10,1,b1101,0,0,0,b100101101001010000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101100
1320000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10000,1,bx,b0,0,b10,1,b1101,0,0,0,b100101101001010000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101100
1330000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10001,1,bx,b0,0,b0,1,b1101,0,0,0,b1011010010100000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101101
1340000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10001,1,bx,b0,0,b0,1,b1101,0,0,0,b1011010010100000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101101
1350000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10001,1,bx,b0,0,b1,1,b1101,0,0,0,b1011010010100000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101110
1360000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10001,1,bx,b0,0,b1,1,b1101,0,0,0,b1011010010100000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101110
1370000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10001,1,bx,b0,0,b10,1,b1101,0,0,0,b1011010010100000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101111
1380000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10001,1,bx,b0,0,b10,1,b1101,0,0,0,b1011010010100000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b101111
1390000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10010,1,bx,b0,0,b0,1,b1101,0,0,0,b10110100101000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110000
1400000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10010,1,bx,b0,0,b0,1,b1101,0,0,0,b10110100101000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110000
1410000,0,0,b1101,1,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10010,1,bx,b0,0,b1,1,b1101,0,0,0,b10110100101000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110001
1420000,0,0,b1101,1,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10010,1,bx,b0,0,b1,1,b1101,0,0,0,b10110100101000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110001
1430000,0,0,b1101,0,0,bx,0,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10010,1,bx,b0,0,b10,1,b1101,0,0,0,b10110100101000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110010
1440000,0,0,b1101,0,0,bx,0,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10010,1,bx,b0,0,b10,1,b1101,0,0,0,b10110100101000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110010
1450000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10011,1,bx,b0,0,b0,1,b1101,0,0,0,b101101001010000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110011
1460000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10011,1,bx,b0,0,b0,1,b1101,0,0,0,b101101001010000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110011
1470000,0,0,b1101,1,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10011,1,bx,b0,0,b1,1,b1101,0,0,0,b101101001010000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110100
1480000,0,0,b1101,1,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10011,1,bx,b0,0,b1,1,b1101,0,0,0,b101101001010000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110100
1490000,0,0,b1101,0,0,bx,1,0,1,1,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10011,1,bx,b0,0,b10,1,b1101,0,0,0,b101101001010000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110101
1500000,0,0,b1101,0,0,bx,1,0,1,0,bx,1,0,0,1,0,0,1,bx,b100101101001011010010110100101,0,bx,0,b100101101001011010010110100101,b1101,bx,b100101101001011010010110100101,b10011,1,bx,b0,0,b10,1,b1101,0,0,0,b101101001010000000000000000000,b0,0,b0,0,0,1,b0,0,0,b100101101001011010010110100101,b110101
