Time (ns),SS_N,SCLK,DATA,MOSI,IRQ,BUSY,spi_master_tb.dut.clk,MISO,spi_master_tb.dut.rst_n,spi_master_tb.dut.start_rx,spi_master_tb.dut.start_tx,spi_master_tb.tx_data,spi_master_tb.ss_idx,spi_master_tb.timeout_cycles,spi_master_tb.dut.CPHA,spi_master_tb.dut.CPOL,spi_master_tb.dut.SS_ACTIVE,spi_master_tb.dut.tx_data,spi_master_tb.dut.bit_counter,spi_master_tb.dut.clk_counter,spi_master_tb.dut.default_data,spi_master_tb.dut.last_sclk,spi_master_tb.dut.next_state,DATA,spi_master_tb.dut.rx_shift_reg,spi_master_tb.dut.sclk_gen,SS_N,spi_master_tb.dut.state,spi_master_tb.dut.tx_shift_reg,spi_master_tb.assert_all_ss_inactive.tag,spi_master_tb.assert_selected_ss_active.tag,spi_master_tb.wait_for_busy_assert.tag,spi_master_tb.wait_for_busy_assert.max_cycles,spi_master_tb.wait_for_not_busy.tag,spi_master_tb.wait_for_not_busy.max_cycles
5740000,b11111111,1,b0,1,1,0,0,0,1,1,0,b101010101010101,b1000,b10000000,1,1,0,b101010101010101,b10000,b1,b1010010110100101,1,b0,b0,b0,1,b11111111,b100,b0,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110010010111110111010001111000,b111010001100101011100110111010000110010010111110111010001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5750000,b11111111,1,b0,1,0,0,1,0,1,1,0,b101010101010101,b1000,b10000000,1,1,0,b101010101010101,b10000,b0,b1010010110100101,1,b1,b0,b0,1,b11111111,b0,b0,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110010010111110111010001111000,b111010001100101011100110111010000110010010111110111010001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5760000,b11111111,1,b0,1,0,0,0,0,1,1,0,b101010101010101,b1000,b10000000,1,1,0,b101010101010101,b10000,b0,b1010010110100101,1,b1,b0,b0,1,b11111111,b0,b0,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110010010111110111010001111000,b111010001100101011100110111010000110010010111110111010001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5770000,b11110111,1,b0,1,0,1,1,0,1,1,0,b101010101010101,b1000,b10000000,1,1,0,b101010101010101,b10000,b0,b1010010110100101,1,b10,b0,b0,1,b11110111,b1,b0,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110010010111110111010001111000,b111010001100101011100110111010000110010010111110111010001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5780000,b11110111,1,b0,1,0,1,0,0,1,1,0,b101010101010101,b1000,b10000000,1,1,0,b101010101010101,b10000,b0,b1010010110100101,1,b10,b0,b0,1,b11110111,b1,b0,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b111010001100101011100110111010000110010010111110111010001111000,b111010001100101011100110111010000110010010111110111010001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5790000,b11110111,1,b0,1,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b0,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5800000,b11110111,1,b0,1,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b0,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5810000,b11110111,1,b0,1,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b1,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5820000,b11110111,1,b0,1,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b1,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5830000,b11110111,1,b0,1,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b10,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5840000,b11110111,1,b0,1,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b10,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5850000,b11110111,1,b0,1,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b11,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5860000,b11110111,1,b0,1,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b11,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5870000,b11110111,1,b0,1,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b0,b1010010110100101,1,b10,b0,b0,0,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5880000,b11110111,1,b0,1,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b0,b0,b1010010110100101,1,b10,b0,b0,0,b11110111,b10,b101010101010101,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5890000,b11110111,0,b0,0,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b1,b1010010110100101,0,b10,b0,b0,0,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5900000,b11110111,0,b0,0,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b1,b1010010110100101,0,b10,b0,b0,0,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5910000,b11110111,0,b0,0,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b10,b1010010110100101,0,b10,b0,b0,0,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5920000,b11110111,0,b0,0,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b10,b1010010110100101,0,b10,b0,b0,0,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5930000,b11110111,0,b0,0,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b11,b1010010110100101,0,b10,b0,b0,0,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5940000,b11110111,0,b0,0,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b11,b1010010110100101,0,b10,b0,b0,0,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5950000,b11110111,0,b0,0,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b0,b1010010110100101,0,b10,b0,b0,1,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5960000,b11110111,0,b0,0,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b0,b1010010110100101,0,b10,b0,b0,1,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5970000,b11110111,1,b0,0,0,1,1,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b1,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5980000,b11110111,1,b0,0,0,1,0,0,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b1,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b111010001100101011100110111010000110010010111110111010001111000,b100111000100000
5990000,b11110111,1,b0,0,0,1,1,1,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b10,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b1110100011001010111001101110100010111110111001001111000,b100111000100000
6000000,b11110111,1,b0,0,0,1,0,1,1,0,0,b101010101010101,b1000,b0,1,1,0,b101010101010101,b1,b10,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b1110100011001010111001101110100010111110111001001111000,b100111000100000
6010000,b11110111,1,b0,0,0,1,1,1,1,0,0,b101010101010101,b1000,b1,1,1,0,b101010101010101,b1,b11,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b1110100011001010111001101110100010111110111001001111000,b100111000100000
6020000,b11110111,1,b0,0,0,1,0,1,1,0,0,b101010101010101,b1000,b1,1,1,0,b101010101010101,b1,b11,b1010010110100101,1,b10,b0,b0,1,b11110111,b10,b1010101010101010,b111010001100101011100110111010000110010010111110111010001111000010111110110001101101111011011010111000001101100011001010111010001100101,b1110100011001010111001101110100010111110111001001111000,b1110100011001010111001101110100010111110111001001111000,b11111010000,b1110100011001010111001101110100010111110111001001111000,b100111000100000
