Time (ns),spi_master_tb.dut.clk_counter
985790000,b1101111
985810000,b1110000
985830000,b1110001
985850000,b1110010
985870000,b1110011
985890000,b1110100
985910000,b1110101
985930000,b1110110
985950000,b1110111
985970000,b1111000
985990000,b1111001
986010000,b1111010
986030000,b1111011
986050000,b1111100
986070000,b1111101
986090000,b1111110
986110000,b1111111
986130000,b10000000
986150000,b10000001
986170000,b10000010
986190000,b10000011
986210000,b10000100
986230000,b10000101
986250000,b10000110
986270000,b10000111
986290000,b10001000
986310000,b10001001
986330000,b10001010
986350000,b10001011
986370000,b10001100
986390000,b10001101
986410000,b10001110
986430000,b10001111
986450000,b10010000
986470000,b10010001
986490000,b10010010
986510000,b10010011
986530000,b10010100
986550000,b10010101
986570000,b10010110
986590000,b10010111
986610000,b10011000
986630000,b10011001
986650000,b10011010
986670000,b10011011
986690000,b10011100
986710000,b10011101
986730000,b10011110
986750000,b10011111
986770000,b10100000
986790000,b10100001
986810000,b10100010
986830000,b10100011
986850000,b10100100
986870000,b10100101
986890000,b10100110
986910000,b10100111
986930000,b10101000
986950000,b10101001
986970000,b10101010
986990000,b10101011
987010000,b10101100
987030000,b10101101
987050000,b10101110
987070000,b10101111
987090000,b10110000
987110000,b10110001
987130000,b10110010
987150000,b10110011
987170000,b10110100
987190000,b10110101
987210000,b10110110
987230000,b10110111
987250000,b10111000
987270000,b10111001
987290000,b10111010
987310000,b10111011
987330000,b10111100
987350000,b10111101
987370000,b10111110
987390000,b10111111
987410000,b11000000
987430000,b11000001
987450000,b11000010
987470000,b11000011
987490000,b11000100
987510000,b11000101
987530000,b11000110
987550000,b11000111
987570000,b11001000
987590000,b11001001
987610000,b11001010
987630000,b11001011
987650000,b11001100
987670000,b11001101
987690000,b11001110
987710000,b11001111
987730000,b11010000
987750000,b11010001
987770000,b11010010
987790000,b11010011
987810000,b11010100
987830000,b11010101
987850000,b11010110
987870000,b11010111
987890000,b11011000
987910000,b11011001
987930000,b11011010
987950000,b11011011
987970000,b11011100
987990000,b11011101
988010000,b11011110
988030000,b11011111
988050000,b11100000
988070000,b11100001
988090000,b11100010
988110000,b11100011
988130000,b11100100
988150000,b11100101
988170000,b11100110
988190000,b11100111
988210000,b11101000
988230000,b11101001
988250000,b11101010
988270000,b11101011
988290000,b11101100
988310000,b11101101
988330000,b11101110
988350000,b11101111
988370000,b11110000
988390000,b11110001
988410000,b11110010
988430000,b11110011
988450000,b11110100
988470000,b11110101
988490000,b11110110
988510000,b11110111
988530000,b11111000
988550000,b11111001
988570000,b0
988590000,b1
988610000,b10
988630000,b11
988650000,b100
988670000,b101
988690000,b110
988710000,b111
988730000,b1000
988750000,b1001
988770000,b1010
988790000,b1011
988810000,b1100
988830000,b1101
988850000,b1110
988870000,b1111
988890000,b10000
988910000,b10001
988930000,b10010
988950000,b10011
988970000,b10100
988990000,b10101
989010000,b10110
989030000,b10111
989050000,b11000
989070000,b11001
989090000,b11010
989110000,b11011
989130000,b11100
989150000,b11101
989170000,b11110
989190000,b11111
989210000,b100000
989230000,b100001
989250000,b100010
989270000,b100011
989290000,b100100
989310000,b100101
989330000,b100110
989350000,b100111
989370000,b101000
989390000,b101001
989410000,b101010
989430000,b101011
989450000,b101100
989470000,b101101
989490000,b101110
989510000,b101111
989530000,b110000
989550000,b110001
989570000,b110010
989590000,b110011
989610000,b110100
989630000,b110101
989650000,b110110
989670000,b110111
989690000,b111000
989710000,b111001
989730000,b111010
989750000,b111011
989770000,b111100
989790000,b111101
989810000,b111110
989830000,b111111
989850000,b1000000
989870000,b1000001
989890000,b1000010
989910000,b1000011
989930000,b1000100
989950000,b1000101
989970000,b1000110
989990000,b1000111
990010000,b1001000
990030000,b1001001
990050000,b1001010
990070000,b1001011
990090000,b1001100
990110000,b1001101
990130000,b1001110
990150000,b1001111
990170000,b1010000
990190000,b1010001
990210000,b1010010
990230000,b1010011
990250000,b1010100
990270000,b1010101
990290000,b1010110
990310000,b1010111
990330000,b1011000
990350000,b1011001
990370000,b1011010
990390000,b1011011
990410000,b1011100
990430000,b1011101
990450000,b1011110
990470000,b1011111
990490000,b1100000
990510000,b1100001
990530000,b1100010
990550000,b1100011
990570000,b1100100
990590000,b1100101
990610000,b1100110
990630000,b1100111
990650000,b1101000
990670000,b1101001
990690000,b1101010
990710000,b1101011
990730000,b1101100
990750000,b1101101
990770000,b1101110
990790000,b1101111
990810000,b1110000
990830000,b1110001
990850000,b1110010
990870000,b1110011
990890000,b1110100
990910000,b1110101
990930000,b1110110
990950000,b1110111
990970000,b1111000
990990000,b1111001
991010000,b1111010
991030000,b1111011
991050000,b1111100
991070000,b1111101
991090000,b1111110
991110000,b1111111
991130000,b10000000
991150000,b10000001
991170000,b10000010
991190000,b10000011
991210000,b10000100
991230000,b10000101
991250000,b10000110
991270000,b10000111
991290000,b10001000
991310000,b10001001
991330000,b10001010
991350000,b10001011
991370000,b10001100
991390000,b10001101
991410000,b10001110
991430000,b10001111
991450000,b10010000
991470000,b10010001
991490000,b10010010
991510000,b10010011
991530000,b10010100
991550000,b10010101
991570000,b10010110
991590000,b10010111
991610000,b10011000
991630000,b10011001
991650000,b10011010
991670000,b10011011
991690000,b10011100
991710000,b10011101
991730000,b10011110
991750000,b10011111
991770000,b10100000
991790000,b10100001
991810000,b10100010
991830000,b10100011
991850000,b10100100
991870000,b10100101
991890000,b10100110
991910000,b10100111
991930000,b10101000
991950000,b10101001
991970000,b10101010
991990000,b10101011
992010000,b10101100
992030000,b10101101
992050000,b10101110
992070000,b10101111
992090000,b10110000
992110000,b10110001
992130000,b10110010
992150000,b10110011
992170000,b10110100
992190000,b10110101
992210000,b10110110
992230000,b10110111
992250000,b10111000
992270000,b10111001
992290000,b10111010
992310000,b10111011
992330000,b10111100
992350000,b10111101
992370000,b10111110
992390000,b10111111
992410000,b11000000
992430000,b11000001
992450000,b11000010
992470000,b11000011
992490000,b11000100
992510000,b11000101
992530000,b11000110
992550000,b11000111
992570000,b11001000
992590000,b11001001
992610000,b11001010
992630000,b11001011
992650000,b11001100
992670000,b11001101
992690000,b11001110
992710000,b11001111
992730000,b11010000
992750000,b11010001
992770000,b11010010
992790000,b11010011
992810000,b11010100
992830000,b11010101
992850000,b11010110
992870000,b11010111
992890000,b11011000
992910000,b11011001
992930000,b11011010
992950000,b11011011
992970000,b11011100
992990000,b11011101
993010000,b11011110
993030000,b11011111
993050000,b11100000
993070000,b11100001
993090000,b11100010
993110000,b11100011
993130000,b11100100
993150000,b11100101
993170000,b11100110
993190000,b11100111
993210000,b11101000
993230000,b11101001
993250000,b11101010
993270000,b11101011
993290000,b11101100
993310000,b11101101
993330000,b11101110
993350000,b11101111
993370000,b11110000
993390000,b11110001
993410000,b11110010
993430000,b11110011
993450000,b11110100
993470000,b11110101
993490000,b11110110
993510000,b11110111
993530000,b11111000
993550000,b11111001
993570000,b0
993590000,b1
993610000,b10
993630000,b11
993650000,b100
993670000,b101
993690000,b110
993710000,b111
993730000,b1000
993750000,b1001
993770000,b1010
993790000,b1011
993810000,b1100
993830000,b1101
993850000,b1110
993870000,b1111
993890000,b10000
993910000,b10001
993930000,b10010
993950000,b10011
993970000,b10100
993990000,b10101
994010000,b10110
994030000,b10111
994050000,b11000
994070000,b11001
994090000,b11010
994110000,b11011
994130000,b11100
994150000,b11101
994170000,b11110
994190000,b11111
994210000,b100000
994230000,b100001
994250000,b100010
994270000,b100011
994290000,b100100
994310000,b100101
994330000,b100110
994350000,b100111
994370000,b101000
994390000,b101001
994410000,b101010
994430000,b101011
994450000,b101100
994470000,b101101
994490000,b101110
994510000,b101111
994530000,b110000
994550000,b110001
994570000,b110010
994590000,b110011
994610000,b110100
994630000,b110101
994650000,b110110
994670000,b110111
994690000,b111000
994710000,b111001
994730000,b111010
994750000,b111011
994770000,b111100
994790000,b111101
994810000,b111110
994830000,b111111
994850000,b1000000
994870000,b1000001
994890000,b1000010
994910000,b1000011
994930000,b1000100
994950000,b1000101
994970000,b1000110
994990000,b1000111
995010000,b1001000
995030000,b1001001
995050000,b1001010
995070000,b1001011
995090000,b1001100
995110000,b1001101
995130000,b1001110
995150000,b1001111
995170000,b1010000
995190000,b1010001
995210000,b1010010
995230000,b1010011
995250000,b1010100
995270000,b1010101
995290000,b1010110
995310000,b1010111
995330000,b1011000
995350000,b1011001
995370000,b1011010
995390000,b1011011
995410000,b1011100
995430000,b1011101
995450000,b1011110
995470000,b1011111
995490000,b1100000
995510000,b1100001
995530000,b1100010
995550000,b1100011
995570000,b1100100
995590000,b1100101
995610000,b1100110
995630000,b1100111
995650000,b1101000
995670000,b1101001
995690000,b1101010
995710000,b1101011
995730000,b1101100
995750000,b1101101
995770000,b1101110
995790000,b1101111
995810000,b1110000
995830000,b1110001
995850000,b1110010
995870000,b1110011
995890000,b1110100
995910000,b1110101
995930000,b1110110
995950000,b1110111
995970000,b1111000
995990000,b1111001
996010000,b1111010
996030000,b1111011
996050000,b1111100
996070000,b1111101
996090000,b1111110
996110000,b1111111
996130000,b10000000
996150000,b10000001
996170000,b10000010
996190000,b10000011
996210000,b10000100
996230000,b10000101
996250000,b10000110
996270000,b10000111
996290000,b10001000
996310000,b10001001
996330000,b10001010
996350000,b10001011
996370000,b10001100
996390000,b10001101
996410000,b10001110
996430000,b10001111
996450000,b10010000
996470000,b10010001
996490000,b10010010
996510000,b10010011
996530000,b10010100
996550000,b10010101
996570000,b10010110
996590000,b10010111
996610000,b10011000
996630000,b10011001
996650000,b10011010
996670000,b10011011
996690000,b10011100
996710000,b10011101
996730000,b10011110
996750000,b10011111
996770000,b10100000
996790000,b10100001
996810000,b10100010
996830000,b10100011
996850000,b10100100
996870000,b10100101
996890000,b10100110
996910000,b10100111
996930000,b10101000
996950000,b10101001
996970000,b10101010
996990000,b10101011
997010000,b10101100
997030000,b10101101
997050000,b10101110
997070000,b10101111
997090000,b10110000
997110000,b10110001
997130000,b10110010
997150000,b10110011
997170000,b10110100
997190000,b10110101
997210000,b10110110
997230000,b10110111
997250000,b10111000
997270000,b10111001
997290000,b10111010
997310000,b10111011
997330000,b10111100
997350000,b10111101
997370000,b10111110
997390000,b10111111
997410000,b11000000
997430000,b11000001
997450000,b11000010
997470000,b11000011
997490000,b11000100
997510000,b11000101
997530000,b11000110
997550000,b11000111
997570000,b11001000
997590000,b11001001
997610000,b11001010
997630000,b11001011
997650000,b11001100
997670000,b11001101
997690000,b11001110
997710000,b11001111
997730000,b11010000
997750000,b11010001
997770000,b11010010
997790000,b11010011
997810000,b11010100
997830000,b11010101
997850000,b11010110
997870000,b11010111
997890000,b11011000
997910000,b11011001
997930000,b11011010
997950000,b11011011
997970000,b11011100
997990000,b11011101
998010000,b11011110
998030000,b11011111
998050000,b11100000
998070000,b11100001
998090000,b11100010
998110000,b11100011
998130000,b11100100
998150000,b11100101
998170000,b11100110
998190000,b11100111
998210000,b11101000
998230000,b11101001
998250000,b11101010
998270000,b11101011
998290000,b11101100
998310000,b11101101
998330000,b11101110
998350000,b11101111
998370000,b11110000
998390000,b11110001
998410000,b11110010
998430000,b11110011
998450000,b11110100
998470000,b11110101
998490000,b11110110
998510000,b11110111
998530000,b11111000
998550000,b11111001
998570000,b0
998590000,b1
998610000,b10
998630000,b11
998650000,b100
998670000,b101
998690000,b110
998710000,b111
998730000,b1000
998750000,b1001
998770000,b1010
998790000,b1011
998810000,b1100
998830000,b1101
998850000,b1110
998870000,b1111
998890000,b10000
998910000,b10001
998930000,b10010
998950000,b10011
998970000,b10100
998990000,b10101
999010000,b10110
999030000,b10111
999050000,b11000
999070000,b11001
999090000,b11010
999110000,b11011
999130000,b11100
999150000,b11101
999170000,b11110
999190000,b11111
999210000,b100000
999230000,b100001
999250000,b100010
999270000,b100011
999290000,b100100
999310000,b100101
999330000,b100110
999350000,b100111
999370000,b101000
999390000,b101001
999410000,b101010
999430000,b101011
999450000,b101100
999470000,b101101
999490000,b101110
999510000,b101111
999530000,b110000
999550000,b110001
999570000,b110010
999590000,b110011
999610000,b110100
999630000,b110101
999650000,b110110
999670000,b110111
999690000,b111000
999710000,b111001
999730000,b111010
999750000,b111011
999770000,b111100
999790000,b111101
999810000,b111110
999830000,b111111
999850000,b1000000
999870000,b1000001
999890000,b1000010
999910000,b1000011
999930000,b1000100
999950000,b1000101
999970000,b1000110
999990000,b1000111
1000010000,b1001000
1000030000,b1001001
1000050000,b1001010
1000070000,b1001011
1000090000,b1001100
1000110000,b1001101
1000130000,b1001110
1000150000,b1001111
1000170000,b1010000
1000190000,b1010001
1000210000,b1010010
1000230000,b1010011
1000250000,b1010100
1000270000,b1010101
1000290000,b1010110
1000310000,b1010111
1000330000,b1011000
1000350000,b1011001
1000370000,b1011010
1000390000,b1011011
1000410000,b1011100
1000430000,b1011101
1000450000,b1011110
1000470000,b1011111
1000490000,b1100000
1000510000,b1100001
1000530000,b1100010
1000550000,b1100011
1000570000,b1100100
1000590000,b1100101
1000610000,b1100110
1000630000,b1100111
1000650000,b1101000
1000670000,b1101001
1000690000,b1101010
1000710000,b1101011
1000730000,b1101100
1000750000,b1101101
1000770000,b1101110
1000790000,b1101111
1000810000,b1110000
1000830000,b1110001
1000850000,b1110010
1000870000,b1110011
1000890000,b1110100
1000910000,b1110101
1000930000,b1110110
1000950000,b1110111
1000970000,b1111000
1000990000,b1111001
1001010000,b1111010
1001030000,b1111011
1001050000,b1111100
1001070000,b1111101
1001090000,b1111110
1001110000,b1111111
1001130000,b10000000
1001150000,b10000001
1001170000,b10000010
1001190000,b10000011
1001210000,b10000100
1001230000,b10000101
1001250000,b10000110
1001270000,b10000111
1001290000,b10001000
1001310000,b10001001
1001330000,b10001010
1001350000,b10001011
1001370000,b10001100
1001390000,b10001101
1001410000,b10001110
1001430000,b10001111
1001450000,b10010000
1001470000,b10010001
1001490000,b10010010
1001510000,b10010011
1001530000,b10010100
1001550000,b10010101
1001570000,b10010110
1001590000,b10010111
1001610000,b10011000
1001630000,b10011001
1001650000,b10011010
1001670000,b10011011
1001690000,b10011100
1001710000,b10011101
1001730000,b10011110
1001750000,b10011111
1001770000,b10100000
1001790000,b10100001
1001810000,b10100010
1001830000,b10100011
1001850000,b10100100
1001870000,b10100101
1001890000,b10100110
1001910000,b10100111
1001930000,b10101000
1001950000,b10101001
1001970000,b10101010
1001990000,b10101011
1002010000,b10101100
1002030000,b10101101
1002050000,b10101110
1002070000,b10101111
1002090000,b10110000
1002110000,b10110001
1002130000,b10110010
1002150000,b10110011
1002170000,b10110100
1002190000,b10110101
1002210000,b10110110
1002230000,b10110111
1002250000,b10111000
1002270000,b10111001
1002290000,b10111010
1002310000,b10111011
1002330000,b10111100
1002350000,b10111101
1002370000,b10111110
1002390000,b10111111
1002410000,b11000000
1002430000,b11000001
1002450000,b11000010
1002470000,b11000011
1002490000,b11000100
1002510000,b11000101
1002530000,b11000110
1002550000,b11000111
1002570000,b11001000
1002590000,b11001001
1002610000,b11001010
1002630000,b11001011
1002650000,b11001100
1002670000,b11001101
1002690000,b11001110
1002710000,b11001111
1002730000,b11010000
1002750000,b11010001
1002770000,b11010010
1002790000,b11010011
1002810000,b11010100
1002830000,b11010101
1002850000,b11010110
1002870000,b11010111
1002890000,b11011000
1002910000,b11011001
1002930000,b11011010
1002950000,b11011011
1002970000,b11011100
1002990000,b11011101
1003010000,b11011110
1003030000,b11011111
1003050000,b11100000
1003070000,b11100001
1003090000,b11100010
1003110000,b11100011
1003130000,b11100100
1003150000,b11100101
1003170000,b11100110
1003190000,b11100111
1003210000,b11101000
1003230000,b11101001
1003250000,b11101010
1003270000,b11101011
1003290000,b11101100
1003310000,b11101101
1003330000,b11101110
1003350000,b11101111
1003370000,b11110000
1003390000,b11110001
1003410000,b11110010
1003430000,b11110011
1003450000,b11110100
1003470000,b11110101
1003490000,b11110110
1003510000,b11110111
1003530000,b11111000
1003550000,b11111001
1003570000,b0
1003590000,b1
1003610000,b10
1003630000,b11
1003650000,b100
1003670000,b101
1003690000,b110
1003710000,b111
1003730000,b1000
1003750000,b1001
1003770000,b1010
1003790000,b1011
1003810000,b1100
1003830000,b1101
1003850000,b1110
1003870000,b1111
1003890000,b10000
1003910000,b10001
1003930000,b10010
1003950000,b10011
1003970000,b10100
1003990000,b10101
1004010000,b10110
1004030000,b10111
1004050000,b11000
1004070000,b11001
1004090000,b11010
1004110000,b11011
1004130000,b11100
1004150000,b11101
1004170000,b11110
1004190000,b11111
1004210000,b100000
1004230000,b100001
1004250000,b100010
1004270000,b100011
1004290000,b100100
1004310000,b100101
1004330000,b100110
1004350000,b100111
1004370000,b101000
1004390000,b101001
1004410000,b101010
1004430000,b101011
1004450000,b101100
1004470000,b101101
1004490000,b101110
1004510000,b101111
1004530000,b110000
1004550000,b110001
1004570000,b110010
1004590000,b110011
1004610000,b110100
1004630000,b110101
1004650000,b110110
1004670000,b110111
1004690000,b111000
1004710000,b111001
1004730000,b111010
1004750000,b111011
1004770000,b111100
1004790000,b111101
1004810000,b111110
1004830000,b111111
1004850000,b1000000
1004870000,b1000001
1004890000,b1000010
1004910000,b1000011
1004930000,b1000100
1004950000,b1000101
1004970000,b1000110
1004990000,b1000111
1005010000,b1001000
1005030000,b1001001
1005050000,b1001010
1005070000,b1001011
1005090000,b1001100
1005110000,b1001101
1005130000,b1001110
1005150000,b1001111
1005170000,b1010000
1005190000,b1010001
1005210000,b1010010
1005230000,b1010011
1005250000,b1010100
1005270000,b1010101
1005290000,b1010110
1005310000,b1010111
1005330000,b1011000
1005350000,b1011001
1005370000,b1011010
1005390000,b1011011
1005410000,b1011100
1005430000,b1011101
1005450000,b1011110
1005470000,b1011111
1005490000,b1100000
1005510000,b1100001
1005530000,b1100010
1005550000,b1100011
1005570000,b1100100
1005590000,b1100101
1005610000,b1100110
1005630000,b1100111
1005650000,b1101000
1005670000,b1101001
1005690000,b1101010
1005710000,b1101011
1005730000,b1101100
1005750000,b1101101
1005770000,b1101110
1005790000,b1101111
1005810000,b1110000
1005830000,b1110001
1005850000,b1110010
1005870000,b1110011
1005890000,b1110100
1005910000,b1110101
1005930000,b1110110
1005950000,b1110111
1005970000,b1111000
1005990000,b1111001
1006010000,b1111010
1006030000,b1111011
1006050000,b1111100
1006070000,b1111101
1006090000,b1111110
1006110000,b1111111
1006130000,b10000000
1006150000,b10000001
1006170000,b10000010
1006190000,b10000011
1006210000,b10000100
1006230000,b10000101
1006250000,b10000110
1006270000,b10000111
1006290000,b10001000
1006310000,b10001001
1006330000,b10001010
1006350000,b10001011
1006370000,b10001100
1006390000,b10001101
1006410000,b10001110
1006430000,b10001111
1006450000,b10010000
1006470000,b10010001
1006490000,b10010010
1006510000,b10010011
1006530000,b10010100
1006550000,b10010101
1006570000,b10010110
1006590000,b10010111
1006610000,b10011000
1006630000,b10011001
1006650000,b10011010
1006670000,b10011011
1006690000,b10011100
1006710000,b10011101
1006730000,b10011110
1006750000,b10011111
1006770000,b10100000
1006790000,b10100001
1006810000,b10100010
1006830000,b10100011
1006850000,b10100100
1006870000,b10100101
1006890000,b10100110
1006910000,b10100111
1006930000,b10101000
1006950000,b10101001
1006970000,b10101010
1006990000,b10101011
1007010000,b10101100
1007030000,b10101101
1007050000,b10101110
1007070000,b10101111
1007090000,b10110000
1007110000,b10110001
1007130000,b10110010
1007150000,b10110011
1007170000,b10110100
1007190000,b10110101
1007210000,b10110110
1007230000,b10110111
1007250000,b10111000
1007270000,b10111001
1007290000,b10111010
1007310000,b10111011
1007330000,b10111100
1007350000,b10111101
1007370000,b10111110
1007390000,b10111111
1007410000,b11000000
1007430000,b11000001
1007450000,b11000010
1007470000,b11000011
1007490000,b11000100
1007510000,b11000101
1007530000,b11000110
1007550000,b11000111
1007570000,b11001000
1007590000,b11001001
1007610000,b11001010
1007630000,b11001011
1007650000,b11001100
1007670000,b11001101
1007690000,b11001110
1007710000,b11001111
1007730000,b11010000
1007750000,b11010001
1007770000,b11010010
1007790000,b11010011
1007810000,b11010100
1007830000,b11010101
1007850000,b11010110
1007870000,b11010111
1007890000,b11011000
1007910000,b11011001
1007930000,b11011010
1007950000,b11011011
1007970000,b11011100
1007990000,b11011101
1008010000,b11011110
1008030000,b11011111
1008050000,b11100000
1008070000,b11100001
1008090000,b11100010
1008110000,b11100011
1008130000,b11100100
1008150000,b11100101
1008170000,b11100110
1008190000,b11100111
1008210000,b11101000
1008230000,b11101001
1008250000,b11101010
1008270000,b11101011
1008290000,b11101100
1008310000,b11101101
1008330000,b11101110
1008350000,b11101111
1008370000,b11110000
1008390000,b11110001
1008410000,b11110010
1008430000,b11110011
1008450000,b11110100
1008470000,b11110101
1008490000,b11110110
1008510000,b11110111
1008530000,b11111000
1008550000,b11111001
1008570000,b0
1008590000,b1
1008610000,b10
1008630000,b11
1008650000,b100
1008670000,b101
1008690000,b110
1008710000,b111
1008730000,b1000
1008750000,b1001
1008770000,b1010
1008790000,b1011
1008810000,b1100
1008830000,b1101
1008850000,b1110
1008870000,b1111
1008890000,b10000
1008910000,b10001
1008930000,b10010
1008950000,b10011
1008970000,b10100
1008990000,b10101
1009010000,b10110
1009030000,b10111
1009050000,b11000
1009070000,b11001
1009090000,b11010
1009110000,b11011
1009130000,b11100
1009150000,b11101
1009170000,b11110
1009190000,b11111
1009210000,b100000
1009230000,b100001
1009250000,b100010
1009270000,b100011
1009290000,b100100
1009310000,b100101
1009330000,b100110
1009350000,b100111
1009370000,b101000
1009390000,b101001
1009410000,b101010
1009430000,b101011
1009450000,b101100
1009470000,b101101
1009490000,b101110
1009510000,b101111
1009530000,b110000
1009550000,b110001
1009570000,b110010
1009590000,b110011
1009610000,b110100
1009630000,b110101
1009650000,b110110
1009670000,b110111
1009690000,b111000
1009710000,b111001
1009730000,b111010
1009750000,b111011
1009770000,b111100
1009790000,b111101
1009810000,b111110
1009830000,b111111
1009850000,b1000000
1009870000,b1000001
1009890000,b1000010
1009910000,b1000011
1009930000,b1000100
1009950000,b1000101
1009970000,b1000110
1009990000,b1000111
1010010000,b1001000
1010030000,b1001001
1010050000,b1001010
1010070000,b1001011
1010090000,b1001100
1010110000,b1001101
1010130000,b1001110
1010150000,b1001111
1010170000,b1010000
1010190000,b1010001
1010210000,b1010010
1010230000,b1010011
1010250000,b1010100
1010270000,b1010101
1010290000,b1010110
1010310000,b1010111
1010330000,b1011000
1010350000,b1011001
1010370000,b1011010
1010390000,b1011011
1010410000,b1011100
1010430000,b1011101
1010450000,b1011110
1010470000,b1011111
1010490000,b1100000
1010510000,b1100001
1010530000,b1100010
1010550000,b1100011
1010570000,b1100100
1010590000,b1100101
1010610000,b1100110
1010630000,b1100111
1010650000,b1101000
1010670000,b1101001
1010690000,b1101010
1010710000,b1101011
1010730000,b1101100
1010750000,b1101101
1010770000,b1101110
1010790000,b1101111
1010810000,b1110000
1010830000,b1110001
1010850000,b1110010
1010870000,b1110011
1010890000,b1110100
1010910000,b1110101
1010930000,b1110110
1010950000,b1110111
1010970000,b1111000
1010990000,b1111001
1011010000,b1111010
1011030000,b1111011
1011050000,b1111100
1011070000,b1111101
1011090000,b1111110
1011110000,b1111111
1011130000,b10000000
1011150000,b10000001
1011170000,b10000010
1011190000,b10000011
1011210000,b10000100
1011230000,b10000101
1011250000,b10000110
1011270000,b10000111
1011290000,b10001000
1011310000,b10001001
1011330000,b10001010
1011350000,b10001011
1011370000,b10001100
1011390000,b10001101
1011410000,b10001110
1011430000,b10001111
1011450000,b10010000
1011470000,b10010001
1011490000,b10010010
1011510000,b10010011
1011530000,b10010100
1011550000,b10010101
1011570000,b10010110
1011590000,b10010111
1011610000,b10011000
1011630000,b10011001
1011650000,b10011010
1011670000,b10011011
1011690000,b10011100
1011710000,b10011101
1011730000,b10011110
1011750000,b10011111
1011770000,b10100000
1011790000,b10100001
1011810000,b10100010
1011830000,b10100011
1011850000,b10100100
1011870000,b10100101
1011890000,b10100110
1011910000,b10100111
1011930000,b10101000
1011950000,b10101001
1011970000,b10101010
1011990000,b10101011
1012010000,b10101100
1012030000,b10101101
1012050000,b10101110
1012070000,b10101111
1012090000,b10110000
1012110000,b10110001
1012130000,b10110010
1012150000,b10110011
1012170000,b10110100
1012190000,b10110101
1012210000,b10110110
1012230000,b10110111
1012250000,b10111000
1012270000,b10111001
1012290000,b10111010
1012310000,b10111011
1012330000,b10111100
1012350000,b10111101
1012370000,b10111110
1012390000,b10111111
1012410000,b11000000
1012430000,b11000001
1012450000,b11000010
1012470000,b11000011
1012490000,b11000100
1012510000,b11000101
1012530000,b11000110
1012550000,b11000111
1012570000,b11001000
1012590000,b11001001
1012610000,b11001010
1012630000,b11001011
1012650000,b11001100
1012670000,b11001101
1012690000,b11001110
1012710000,b11001111
1012730000,b11010000
1012750000,b11010001
1012770000,b11010010
1012790000,b11010011
1012810000,b11010100
1012830000,b11010101
1012850000,b11010110
1012870000,b11010111
1012890000,b11011000
1012910000,b11011001
1012930000,b11011010
1012950000,b11011011
1012970000,b11011100
1012990000,b11011101
1013010000,b11011110
1013030000,b11011111
1013050000,b11100000
1013070000,b11100001
1013090000,b11100010
1013110000,b11100011
1013130000,b11100100
1013150000,b11100101
1013170000,b11100110
1013190000,b11100111
1013210000,b11101000
1013230000,b11101001
1013250000,b11101010
1013270000,b11101011
1013290000,b11101100
1013310000,b11101101
1013330000,b11101110
1013350000,b11101111
1013370000,b11110000
1013390000,b11110001
1013410000,b11110010
1013430000,b11110011
1013450000,b11110100
1013470000,b11110101
1013490000,b11110110
1013510000,b11110111
1013530000,b11111000
1013550000,b11111001
1013570000,b0
1013590000,b1
1013610000,b10
1013630000,b11
1013650000,b100
1013670000,b101
1013690000,b110
1013710000,b111
1013730000,b1000
1013750000,b1001
1013770000,b1010
1013790000,b1011
1013810000,b1100
1013830000,b1101
1013850000,b1110
1013870000,b1111
1013890000,b10000
1013910000,b10001
1013930000,b10010
1013950000,b10011
1013970000,b10100
1013990000,b10101
1014010000,b10110
1014030000,b10111
1014050000,b11000
1014070000,b11001
1014090000,b11010
1014110000,b11011
1014130000,b11100
1014150000,b11101
1014170000,b11110
1014190000,b11111
1014210000,b100000
1014230000,b100001
1014250000,b100010
1014270000,b100011
1014290000,b100100
1014310000,b100101
1014330000,b100110
1014350000,b100111
1014370000,b101000
1014390000,b101001
1014410000,b101010
1014430000,b101011
1014450000,b101100
1014470000,b101101
1014490000,b101110
1014510000,b101111
1014530000,b110000
1014550000,b110001
1014570000,b110010
1014590000,b110011
1014610000,b110100
1014630000,b110101
1014650000,b110110
1014670000,b110111
1014690000,b111000
1014710000,b111001
1014730000,b111010
1014750000,b111011
1014770000,b111100
1014790000,b111101
1014810000,b111110
1014830000,b111111
1014850000,b1000000
1014870000,b1000001
1014890000,b1000010
1014910000,b1000011
1014930000,b1000100
1014950000,b1000101
1014970000,b1000110
1014990000,b1000111
1015010000,b1001000
1015030000,b1001001
1015050000,b1001010
1015070000,b1001011
1015090000,b1001100
1015110000,b1001101
1015130000,b1001110
1015150000,b1001111
1015170000,b1010000
1015190000,b1010001
1015210000,b1010010
1015230000,b1010011
1015250000,b1010100
1015270000,b1010101
1015290000,b1010110
1015310000,b1010111
1015330000,b1011000
1015350000,b1011001
1015370000,b1011010
1015390000,b1011011
1015410000,b1011100
1015430000,b1011101
1015450000,b1011110
1015470000,b1011111
1015490000,b1100000
1015510000,b1100001
1015530000,b1100010
1015550000,b1100011
1015570000,b1100100
1015590000,b1100101
1015610000,b1100110
1015630000,b1100111
1015650000,b1101000
1015670000,b1101001
1015690000,b1101010
1015710000,b1101011
1015730000,b1101100
1015750000,b1101101
1015770000,b1101110
1015790000,b1101111
1015810000,b1110000
1015830000,b1110001
1015850000,b1110010
1015870000,b1110011
1015890000,b1110100
1015910000,b1110101
1015930000,b1110110
1015950000,b1110111
1015970000,b1111000
1015990000,b1111001
1016010000,b1111010
