Time (ns),spi_master_tb.dut.clk_counter
902170000,b11000110
902190000,b11000111
902210000,b11001000
902230000,b11001001
902250000,b11001010
902270000,b11001011
902290000,b11001100
902310000,b11001101
902330000,b11001110
902350000,b11001111
902370000,b11010000
902390000,b11010001
902410000,b11010010
902430000,b11010011
902450000,b11010100
902470000,b11010101
902490000,b11010110
902510000,b11010111
902530000,b11011000
902550000,b11011001
902570000,b11011010
902590000,b11011011
902610000,b11011100
902630000,b11011101
902650000,b11011110
902670000,b11011111
902690000,b11100000
902710000,b11100001
902730000,b11100010
902750000,b11100011
902770000,b11100100
902790000,b11100101
902810000,b11100110
902830000,b11100111
902850000,b11101000
902870000,b11101001
902890000,b11101010
902910000,b11101011
902930000,b11101100
902950000,b11101101
902970000,b11101110
902990000,b11101111
903010000,b11110000
903030000,b11110001
903050000,b11110010
903070000,b11110011
903090000,b11110100
903110000,b11110101
903130000,b11110110
903150000,b11110111
903170000,b11111000
903190000,b11111001
903210000,b0
903230000,b1
903250000,b10
903270000,b11
903290000,b100
903310000,b101
903330000,b110
903350000,b111
903370000,b1000
903390000,b1001
903410000,b1010
903430000,b1011
903450000,b1100
903470000,b1101
903490000,b1110
903510000,b1111
903530000,b10000
903550000,b10001
903570000,b10010
903590000,b10011
903610000,b10100
903630000,b10101
903650000,b10110
903670000,b10111
903690000,b11000
903710000,b11001
903730000,b11010
903750000,b11011
903770000,b11100
903790000,b11101
903810000,b11110
903830000,b11111
903850000,b100000
903870000,b100001
903890000,b100010
903910000,b100011
903930000,b100100
903950000,b100101
903970000,b100110
903990000,b100111
904010000,b101000
904030000,b101001
904050000,b101010
904070000,b101011
904090000,b101100
904110000,b101101
904130000,b101110
904150000,b101111
904170000,b110000
904190000,b110001
904210000,b110010
904230000,b110011
904250000,b110100
904270000,b110101
904290000,b110110
904310000,b110111
904330000,b111000
904350000,b111001
904370000,b111010
904390000,b111011
904410000,b111100
904430000,b111101
904450000,b111110
904470000,b111111
904490000,b1000000
904510000,b1000001
904530000,b1000010
904550000,b1000011
904570000,b1000100
904590000,b1000101
904610000,b1000110
904630000,b1000111
904650000,b1001000
904670000,b1001001
904690000,b1001010
904710000,b1001011
904730000,b1001100
904750000,b1001101
904770000,b1001110
904790000,b1001111
904810000,b1010000
904830000,b1010001
904850000,b1010010
904870000,b1010011
904890000,b1010100
904910000,b1010101
904930000,b1010110
904950000,b1010111
904970000,b1011000
904990000,b1011001
905010000,b1011010
905030000,b1011011
905050000,b1011100
905070000,b1011101
905090000,b1011110
905110000,b1011111
905130000,b1100000
905150000,b1100001
905170000,b1100010
905190000,b1100011
905210000,b1100100
905230000,b1100101
905250000,b1100110
905270000,b1100111
905290000,b1101000
905310000,b1101001
905330000,b1101010
905350000,b1101011
905370000,b1101100
905390000,b1101101
905410000,b1101110
905430000,b1101111
905450000,b1110000
905470000,b1110001
905490000,b1110010
905510000,b1110011
905530000,b1110100
905550000,b1110101
905570000,b1110110
905590000,b1110111
905610000,b1111000
905630000,b1111001
905650000,b1111010
905670000,b1111011
905690000,b1111100
905710000,b1111101
905730000,b1111110
905750000,b1111111
905770000,b10000000
905790000,b10000001
905810000,b10000010
905830000,b10000011
905850000,b10000100
905870000,b10000101
905890000,b10000110
905910000,b10000111
905930000,b10001000
905950000,b10001001
905970000,b10001010
905990000,b10001011
906010000,b10001100
906030000,b10001101
906050000,b10001110
906070000,b10001111
906090000,b10010000
906110000,b10010001
906130000,b10010010
906150000,b10010011
906170000,b10010100
906190000,b10010101
906210000,b10010110
906230000,b10010111
906250000,b10011000
906270000,b10011001
906290000,b10011010
906310000,b10011011
906330000,b10011100
906350000,b10011101
906370000,b10011110
906390000,b10011111
906410000,b10100000
906430000,b10100001
906450000,b10100010
906470000,b10100011
906490000,b10100100
906510000,b10100101
906530000,b10100110
906550000,b10100111
906570000,b10101000
906590000,b10101001
906610000,b10101010
906630000,b10101011
906650000,b10101100
906670000,b10101101
906690000,b10101110
906710000,b10101111
906730000,b10110000
906750000,b10110001
906770000,b10110010
906790000,b10110011
906810000,b10110100
906830000,b10110101
906850000,b10110110
906870000,b10110111
906890000,b10111000
906910000,b10111001
906930000,b10111010
906950000,b10111011
906970000,b10111100
906990000,b10111101
907010000,b10111110
907030000,b10111111
907050000,b11000000
907070000,b11000001
907090000,b11000010
907110000,b11000011
907130000,b11000100
907150000,b11000101
907170000,b11000110
907190000,b11000111
907210000,b11001000
907230000,b11001001
907250000,b11001010
907270000,b11001011
907290000,b11001100
907310000,b11001101
907330000,b11001110
907350000,b11001111
907370000,b11010000
907390000,b11010001
907410000,b11010010
907430000,b11010011
907450000,b11010100
907470000,b11010101
907490000,b11010110
907510000,b11010111
907530000,b11011000
907550000,b11011001
907570000,b11011010
907590000,b11011011
907610000,b11011100
907630000,b11011101
907650000,b11011110
907670000,b11011111
907690000,b11100000
907710000,b11100001
907730000,b11100010
907750000,b11100011
907770000,b11100100
907790000,b11100101
907810000,b11100110
907830000,b11100111
907850000,b11101000
907870000,b11101001
907890000,b11101010
907910000,b11101011
907930000,b11101100
907950000,b11101101
907970000,b11101110
907990000,b11101111
908010000,b11110000
908030000,b11110001
908050000,b11110010
908070000,b11110011
908090000,b11110100
908110000,b11110101
908130000,b11110110
908150000,b11110111
908170000,b11111000
908190000,b11111001
908210000,b0
908230000,b1
908250000,b10
908270000,b11
908290000,b100
908310000,b101
908330000,b110
908350000,b111
908370000,b1000
908390000,b1001
908410000,b1010
908430000,b1011
908450000,b1100
908470000,b1101
908490000,b1110
908510000,b1111
908530000,b10000
908550000,b10001
908570000,b10010
908590000,b10011
908610000,b10100
908630000,b10101
908650000,b10110
908670000,b10111
908690000,b11000
908710000,b11001
908730000,b11010
908750000,b11011
908770000,b11100
908790000,b11101
908810000,b11110
908830000,b11111
908850000,b100000
908870000,b100001
908890000,b100010
908910000,b100011
908930000,b100100
908950000,b100101
908970000,b100110
908990000,b100111
909010000,b101000
909030000,b101001
909050000,b101010
909070000,b101011
909090000,b101100
909110000,b101101
909130000,b101110
909150000,b101111
909170000,b110000
909190000,b110001
909210000,b110010
909230000,b110011
909250000,b110100
909270000,b110101
909290000,b110110
909310000,b110111
909330000,b111000
909350000,b111001
909370000,b111010
909390000,b111011
909410000,b111100
909430000,b111101
909450000,b111110
909470000,b111111
909490000,b1000000
909510000,b1000001
909530000,b1000010
909550000,b1000011
909570000,b1000100
909590000,b1000101
909610000,b1000110
909630000,b1000111
909650000,b1001000
909670000,b1001001
909690000,b1001010
909710000,b1001011
909730000,b1001100
909750000,b1001101
909770000,b1001110
909790000,b1001111
909810000,b1010000
909830000,b1010001
909850000,b1010010
909870000,b1010011
909890000,b1010100
909910000,b1010101
909930000,b1010110
909950000,b1010111
909970000,b1011000
909990000,b1011001
910010000,b1011010
910030000,b1011011
910050000,b1011100
910070000,b1011101
910090000,b1011110
910110000,b1011111
910130000,b1100000
910150000,b1100001
910170000,b1100010
910190000,b1100011
910210000,b1100100
910230000,b1100101
910250000,b1100110
910270000,b1100111
910290000,b1101000
910310000,b1101001
910330000,b1101010
910350000,b1101011
910370000,b1101100
910390000,b1101101
910410000,b1101110
910430000,b1101111
910450000,b1110000
910470000,b1110001
910490000,b1110010
910510000,b1110011
910530000,b1110100
910550000,b1110101
910570000,b1110110
910590000,b1110111
910610000,b1111000
910630000,b1111001
910650000,b1111010
910670000,b1111011
910690000,b1111100
910710000,b1111101
910730000,b1111110
910750000,b1111111
910770000,b10000000
910790000,b10000001
910810000,b10000010
910830000,b10000011
910850000,b10000100
910870000,b10000101
910890000,b10000110
910910000,b10000111
910930000,b10001000
910950000,b10001001
910970000,b10001010
910990000,b10001011
911010000,b10001100
911030000,b10001101
911050000,b10001110
911070000,b10001111
911090000,b10010000
911110000,b10010001
911130000,b10010010
911150000,b10010011
911170000,b10010100
911190000,b10010101
911210000,b10010110
911230000,b10010111
911250000,b10011000
911270000,b10011001
911290000,b10011010
911310000,b10011011
911330000,b10011100
911350000,b10011101
911370000,b10011110
911390000,b10011111
911410000,b10100000
911430000,b10100001
911450000,b10100010
911470000,b10100011
911490000,b10100100
911510000,b10100101
911530000,b10100110
911550000,b10100111
911570000,b10101000
911590000,b10101001
911610000,b10101010
911630000,b10101011
911650000,b10101100
911670000,b10101101
911690000,b10101110
911710000,b10101111
911730000,b10110000
911750000,b10110001
911770000,b10110010
911790000,b10110011
911810000,b10110100
911830000,b10110101
911850000,b10110110
911870000,b10110111
911890000,b10111000
911910000,b10111001
911930000,b10111010
911950000,b10111011
911970000,b10111100
911990000,b10111101
912010000,b10111110
912030000,b10111111
912050000,b11000000
912070000,b11000001
912090000,b11000010
912110000,b11000011
912130000,b11000100
912150000,b11000101
912170000,b11000110
912190000,b11000111
912210000,b11001000
912230000,b11001001
912250000,b11001010
912270000,b11001011
912290000,b11001100
912310000,b11001101
912330000,b11001110
912350000,b11001111
912370000,b11010000
912390000,b11010001
912410000,b11010010
912430000,b11010011
912450000,b11010100
912470000,b11010101
912490000,b11010110
912510000,b11010111
912530000,b11011000
912550000,b11011001
912570000,b11011010
912590000,b11011011
912610000,b11011100
912630000,b11011101
912650000,b11011110
912670000,b11011111
912690000,b11100000
912710000,b11100001
912730000,b11100010
912750000,b11100011
912770000,b11100100
912790000,b11100101
912810000,b11100110
912830000,b11100111
912850000,b11101000
912870000,b11101001
912890000,b11101010
912910000,b11101011
912930000,b11101100
912950000,b11101101
912970000,b11101110
912990000,b11101111
913010000,b11110000
913030000,b11110001
913050000,b11110010
913070000,b11110011
913090000,b11110100
913110000,b11110101
913130000,b11110110
913150000,b11110111
913170000,b11111000
913190000,b11111001
913210000,b0
913230000,b1
913250000,b10
913270000,b11
913290000,b100
913310000,b101
913330000,b110
913350000,b111
913370000,b1000
913390000,b1001
913410000,b1010
913430000,b1011
913450000,b1100
913470000,b1101
913490000,b1110
913510000,b1111
913530000,b10000
913550000,b10001
913570000,b10010
913590000,b10011
913610000,b10100
913630000,b10101
913650000,b10110
913670000,b10111
913690000,b11000
913710000,b11001
913730000,b11010
913750000,b11011
913770000,b11100
913790000,b11101
913810000,b11110
913830000,b11111
913850000,b100000
913870000,b100001
913890000,b100010
913910000,b100011
913930000,b100100
913950000,b100101
913970000,b100110
913990000,b100111
914010000,b101000
914030000,b101001
914050000,b101010
914070000,b101011
914090000,b101100
914110000,b101101
914130000,b101110
914150000,b101111
914170000,b110000
914190000,b110001
914210000,b110010
914230000,b110011
914250000,b110100
914270000,b110101
914290000,b110110
914310000,b110111
914330000,b111000
914350000,b111001
914370000,b111010
914390000,b111011
914410000,b111100
914430000,b111101
914450000,b111110
914470000,b111111
914490000,b1000000
914510000,b1000001
914530000,b1000010
914550000,b1000011
914570000,b1000100
914590000,b1000101
914610000,b1000110
914630000,b1000111
914650000,b1001000
914670000,b1001001
914690000,b1001010
914710000,b1001011
914730000,b1001100
914750000,b1001101
914770000,b1001110
914790000,b1001111
914810000,b1010000
914830000,b1010001
914850000,b1010010
914870000,b1010011
914890000,b1010100
914910000,b1010101
914930000,b1010110
914950000,b1010111
914970000,b1011000
914990000,b1011001
915010000,b1011010
915030000,b1011011
915050000,b1011100
915070000,b1011101
915090000,b1011110
915110000,b1011111
915130000,b1100000
915150000,b1100001
915170000,b1100010
915190000,b1100011
915210000,b1100100
915230000,b1100101
915250000,b1100110
915270000,b1100111
915290000,b1101000
915310000,b1101001
915330000,b1101010
915350000,b1101011
915370000,b1101100
915390000,b1101101
915410000,b1101110
915430000,b1101111
915450000,b1110000
915470000,b1110001
915490000,b1110010
915510000,b1110011
915530000,b1110100
915550000,b1110101
915570000,b1110110
915590000,b1110111
915610000,b1111000
915630000,b1111001
915650000,b1111010
915670000,b1111011
915690000,b1111100
915710000,b1111101
915730000,b1111110
915750000,b1111111
915770000,b10000000
915790000,b10000001
915810000,b10000010
915830000,b10000011
915850000,b10000100
915870000,b10000101
915890000,b10000110
915910000,b10000111
915930000,b10001000
915950000,b10001001
915970000,b10001010
915990000,b10001011
916010000,b10001100
916030000,b10001101
916050000,b10001110
916070000,b10001111
916090000,b10010000
916110000,b10010001
916130000,b10010010
916150000,b10010011
916170000,b10010100
916190000,b10010101
916210000,b10010110
916230000,b10010111
916250000,b10011000
916270000,b10011001
916290000,b10011010
916310000,b10011011
916330000,b10011100
916350000,b10011101
916370000,b10011110
916390000,b10011111
916410000,b10100000
916430000,b10100001
916450000,b10100010
916470000,b10100011
916490000,b10100100
916510000,b10100101
916530000,b10100110
916550000,b10100111
916570000,b10101000
916590000,b10101001
916610000,b10101010
916630000,b10101011
916650000,b10101100
916670000,b10101101
916690000,b10101110
916710000,b10101111
916730000,b10110000
916750000,b10110001
916770000,b10110010
916790000,b10110011
916810000,b10110100
916830000,b10110101
916850000,b10110110
916870000,b10110111
916890000,b10111000
916910000,b10111001
916930000,b10111010
916950000,b10111011
916970000,b10111100
916990000,b10111101
917010000,b10111110
917030000,b10111111
917050000,b11000000
917070000,b11000001
917090000,b11000010
917110000,b11000011
917130000,b11000100
917150000,b11000101
917170000,b11000110
917190000,b11000111
917210000,b11001000
917230000,b11001001
917250000,b11001010
917270000,b11001011
917290000,b11001100
917310000,b11001101
917330000,b11001110
917350000,b11001111
917370000,b11010000
917390000,b11010001
917410000,b11010010
917430000,b11010011
917450000,b11010100
917470000,b11010101
917490000,b11010110
917510000,b11010111
917530000,b11011000
917550000,b11011001
917570000,b11011010
917590000,b11011011
917610000,b11011100
917630000,b11011101
917650000,b11011110
917670000,b11011111
917690000,b11100000
917710000,b11100001
917730000,b11100010
917750000,b11100011
917770000,b11100100
917790000,b11100101
917810000,b11100110
917830000,b11100111
917850000,b11101000
917870000,b11101001
917890000,b11101010
917910000,b11101011
917930000,b11101100
917950000,b11101101
917970000,b11101110
917990000,b11101111
918010000,b11110000
918030000,b11110001
918050000,b11110010
918070000,b11110011
918090000,b11110100
918110000,b11110101
918130000,b11110110
918150000,b11110111
918170000,b11111000
918190000,b11111001
918210000,b0
918230000,b1
918250000,b10
918270000,b11
918290000,b100
918310000,b101
918330000,b110
918350000,b111
918370000,b1000
918390000,b1001
918410000,b1010
918430000,b1011
918450000,b1100
918470000,b1101
918490000,b1110
918510000,b1111
918530000,b10000
918550000,b10001
918570000,b10010
918590000,b10011
918610000,b10100
918630000,b10101
918650000,b10110
918670000,b10111
918690000,b11000
918710000,b11001
918730000,b11010
918750000,b11011
918770000,b11100
918790000,b11101
918810000,b11110
918830000,b11111
918850000,b100000
918870000,b100001
918890000,b100010
918910000,b100011
918930000,b100100
918950000,b100101
918970000,b100110
918990000,b100111
919010000,b101000
919030000,b101001
919050000,b101010
919070000,b101011
919090000,b101100
919110000,b101101
919130000,b101110
919150000,b101111
919170000,b110000
919190000,b110001
919210000,b110010
919230000,b110011
919250000,b110100
919270000,b110101
919290000,b110110
919310000,b110111
919330000,b111000
919350000,b111001
919370000,b111010
919390000,b111011
919410000,b111100
919430000,b111101
919450000,b111110
919470000,b111111
919490000,b1000000
919510000,b1000001
919530000,b1000010
919550000,b1000011
919570000,b1000100
919590000,b1000101
919610000,b1000110
919630000,b1000111
919650000,b1001000
919670000,b1001001
919690000,b1001010
919710000,b1001011
919730000,b1001100
919750000,b1001101
919770000,b1001110
919790000,b1001111
919810000,b1010000
919830000,b1010001
919850000,b1010010
919870000,b1010011
919890000,b1010100
919910000,b1010101
919930000,b1010110
919950000,b1010111
919970000,b1011000
919990000,b1011001
920010000,b1011010
920030000,b1011011
920050000,b1011100
920070000,b1011101
920090000,b1011110
920110000,b1011111
920130000,b1100000
920150000,b1100001
920170000,b1100010
920190000,b1100011
920210000,b1100100
920230000,b1100101
920250000,b1100110
920270000,b1100111
920290000,b1101000
920310000,b1101001
920330000,b1101010
920350000,b1101011
920370000,b1101100
920390000,b1101101
920410000,b1101110
920430000,b1101111
920450000,b1110000
920470000,b1110001
920490000,b1110010
920510000,b1110011
920530000,b1110100
920550000,b1110101
920570000,b1110110
920590000,b1110111
920610000,b1111000
920630000,b1111001
920650000,b1111010
920670000,b1111011
920690000,b1111100
920710000,b1111101
920730000,b1111110
920750000,b1111111
920770000,b10000000
920790000,b10000001
920810000,b10000010
920830000,b10000011
920850000,b10000100
920870000,b10000101
920890000,b10000110
920910000,b10000111
920930000,b10001000
920950000,b10001001
920970000,b10001010
920990000,b10001011
921010000,b10001100
921030000,b10001101
921050000,b10001110
921070000,b10001111
921090000,b10010000
921110000,b10010001
921130000,b10010010
921150000,b10010011
921170000,b10010100
921190000,b10010101
921210000,b10010110
921230000,b10010111
921250000,b10011000
921270000,b10011001
921290000,b10011010
921310000,b10011011
921330000,b10011100
921350000,b10011101
921370000,b10011110
921390000,b10011111
921410000,b10100000
921430000,b10100001
921450000,b10100010
921470000,b10100011
921490000,b10100100
921510000,b10100101
921530000,b10100110
921550000,b10100111
921570000,b10101000
921590000,b10101001
921610000,b10101010
921630000,b10101011
921650000,b10101100
921670000,b10101101
921690000,b10101110
921710000,b10101111
921730000,b10110000
921750000,b10110001
921770000,b10110010
921790000,b10110011
921810000,b10110100
921830000,b10110101
921850000,b10110110
921870000,b10110111
921890000,b10111000
921910000,b10111001
921930000,b10111010
921950000,b10111011
921970000,b10111100
921990000,b10111101
922010000,b10111110
922030000,b10111111
922050000,b11000000
922070000,b11000001
922090000,b11000010
922110000,b11000011
922130000,b11000100
922150000,b11000101
922170000,b11000110
922190000,b11000111
922210000,b11001000
922230000,b11001001
922250000,b11001010
922270000,b11001011
922290000,b11001100
922310000,b11001101
922330000,b11001110
922350000,b11001111
922370000,b11010000
922390000,b11010001
922410000,b11010010
922430000,b11010011
922450000,b11010100
922470000,b11010101
922490000,b11010110
922510000,b11010111
922530000,b11011000
922550000,b11011001
922570000,b11011010
922590000,b11011011
922610000,b11011100
922630000,b11011101
922650000,b11011110
922670000,b11011111
922690000,b11100000
922710000,b11100001
922730000,b11100010
922750000,b11100011
922770000,b11100100
922790000,b11100101
922810000,b11100110
922830000,b11100111
922850000,b11101000
922870000,b11101001
922890000,b11101010
922910000,b11101011
922930000,b11101100
922950000,b11101101
922970000,b11101110
922990000,b11101111
923010000,b11110000
923030000,b11110001
923050000,b11110010
923070000,b11110011
923090000,b11110100
923110000,b11110101
923130000,b11110110
923150000,b11110111
923170000,b11111000
923190000,b11111001
923210000,b0
923230000,b1
923250000,b10
923270000,b11
923290000,b100
923310000,b101
923330000,b110
923350000,b111
923370000,b1000
923390000,b1001
923410000,b1010
923430000,b1011
923450000,b1100
923470000,b1101
923490000,b1110
923510000,b1111
923530000,b10000
923550000,b10001
923570000,b10010
923590000,b10011
923610000,b10100
923630000,b10101
923650000,b10110
923670000,b10111
923690000,b11000
923710000,b11001
923730000,b11010
923750000,b11011
923770000,b11100
923790000,b11101
923810000,b11110
923830000,b11111
923850000,b100000
923870000,b100001
923890000,b100010
923910000,b100011
923930000,b100100
923950000,b100101
923970000,b100110
923990000,b100111
924010000,b101000
924030000,b101001
924050000,b101010
924070000,b101011
924090000,b101100
924110000,b101101
924130000,b101110
924150000,b101111
924170000,b110000
924190000,b110001
924210000,b110010
924230000,b110011
924250000,b110100
924270000,b110101
924290000,b110110
924310000,b110111
924330000,b111000
924350000,b111001
924370000,b111010
924390000,b111011
924410000,b111100
924430000,b111101
924450000,b111110
924470000,b111111
924490000,b1000000
924510000,b1000001
924530000,b1000010
924550000,b1000011
924570000,b1000100
924590000,b1000101
924610000,b1000110
924630000,b1000111
924650000,b1001000
924670000,b1001001
924690000,b1001010
924710000,b1001011
924730000,b1001100
924750000,b1001101
924770000,b1001110
924790000,b1001111
924810000,b1010000
924830000,b1010001
924850000,b1010010
924870000,b1010011
924890000,b1010100
924910000,b1010101
924930000,b1010110
924950000,b1010111
924970000,b1011000
924990000,b1011001
925010000,b1011010
925030000,b1011011
925050000,b1011100
925070000,b1011101
925090000,b1011110
925110000,b1011111
925130000,b1100000
925150000,b1100001
925170000,b1100010
925190000,b1100011
925210000,b1100100
925230000,b1100101
925250000,b1100110
925270000,b1100111
925290000,b1101000
925310000,b1101001
925330000,b1101010
925350000,b1101011
925370000,b1101100
925390000,b1101101
925410000,b1101110
925430000,b1101111
925450000,b1110000
925470000,b1110001
925490000,b1110010
925510000,b1110011
925530000,b1110100
925550000,b1110101
925570000,b1110110
925590000,b1110111
925610000,b1111000
925630000,b1111001
925650000,b1111010
925670000,b1111011
925690000,b1111100
925710000,b1111101
925730000,b1111110
925750000,b1111111
925770000,b10000000
925790000,b10000001
925810000,b10000010
925830000,b10000011
925850000,b10000100
925870000,b10000101
925890000,b10000110
925910000,b10000111
925930000,b10001000
925950000,b10001001
925970000,b10001010
925990000,b10001011
926010000,b10001100
926030000,b10001101
926050000,b10001110
926070000,b10001111
926090000,b10010000
926110000,b10010001
926130000,b10010010
926150000,b10010011
926170000,b10010100
926190000,b10010101
926210000,b10010110
926230000,b10010111
926250000,b10011000
926270000,b10011001
926290000,b10011010
926310000,b10011011
926330000,b10011100
926350000,b10011101
926370000,b10011110
926390000,b10011111
926410000,b10100000
926430000,b10100001
926450000,b10100010
926470000,b10100011
926490000,b10100100
926510000,b10100101
926530000,b10100110
926550000,b10100111
926570000,b10101000
926590000,b10101001
926610000,b10101010
926630000,b10101011
926650000,b10101100
926670000,b10101101
926690000,b10101110
926710000,b10101111
926730000,b10110000
926750000,b10110001
926770000,b10110010
926790000,b10110011
926810000,b10110100
926830000,b10110101
926850000,b10110110
926870000,b10110111
926890000,b10111000
926910000,b10111001
926930000,b10111010
926950000,b10111011
926970000,b10111100
926990000,b10111101
927010000,b10111110
927030000,b10111111
927050000,b11000000
927070000,b11000001
927090000,b11000010
927110000,b11000011
927130000,b11000100
927150000,b11000101
927170000,b11000110
927190000,b11000111
927210000,b11001000
927230000,b11001001
927250000,b11001010
927270000,b11001011
927290000,b11001100
927310000,b11001101
927330000,b11001110
927350000,b11001111
927370000,b11010000
927390000,b11010001
927410000,b11010010
927430000,b11010011
927450000,b11010100
927470000,b11010101
927490000,b11010110
927510000,b11010111
927530000,b11011000
927550000,b11011001
927570000,b11011010
927590000,b11011011
927610000,b11011100
927630000,b11011101
927650000,b11011110
927670000,b11011111
927690000,b11100000
927710000,b11100001
927730000,b11100010
927750000,b11100011
927770000,b11100100
927790000,b11100101
927810000,b11100110
927830000,b11100111
927850000,b11101000
927870000,b11101001
927890000,b11101010
927910000,b11101011
927930000,b11101100
927950000,b11101101
927970000,b11101110
927990000,b11101111
928010000,b11110000
928030000,b11110001
928050000,b11110010
928070000,b11110011
928090000,b11110100
928110000,b11110101
928130000,b11110110
928150000,b11110111
928170000,b11111000
928190000,b11111001
928210000,b0
928230000,b1
928250000,b10
928270000,b11
928290000,b100
928310000,b101
928330000,b110
928350000,b111
928370000,b1000
928390000,b1001
928410000,b1010
928430000,b1011
928450000,b1100
928470000,b1101
928490000,b1110
928510000,b1111
928530000,b10000
928550000,b10001
928570000,b10010
928590000,b10011
928610000,b10100
928630000,b10101
928650000,b10110
928670000,b10111
928690000,b11000
928710000,b11001
928730000,b11010
928750000,b11011
928770000,b11100
928790000,b11101
928810000,b11110
928830000,b11111
928850000,b100000
928870000,b100001
928890000,b100010
928910000,b100011
928930000,b100100
928950000,b100101
928970000,b100110
928990000,b100111
929010000,b101000
929030000,b101001
929050000,b101010
929070000,b101011
929090000,b101100
929110000,b101101
929130000,b101110
929150000,b101111
929170000,b110000
929190000,b110001
929210000,b110010
929230000,b110011
929250000,b110100
929270000,b110101
929290000,b110110
929310000,b110111
929330000,b111000
929350000,b111001
929370000,b111010
929390000,b111011
929410000,b111100
929430000,b111101
929450000,b111110
929470000,b111111
929490000,b1000000
929510000,b1000001
929530000,b1000010
929550000,b1000011
929570000,b1000100
929590000,b1000101
929610000,b1000110
929630000,b1000111
929650000,b1001000
929670000,b1001001
929690000,b1001010
929710000,b1001011
929730000,b1001100
929750000,b1001101
929770000,b1001110
929790000,b1001111
929810000,b1010000
929830000,b1010001
929850000,b1010010
929870000,b1010011
929890000,b1010100
929910000,b1010101
929930000,b1010110
929950000,b1010111
929970000,b1011000
929990000,b1011001
930010000,b1011010
930030000,b1011011
930050000,b1011100
930070000,b1011101
930090000,b1011110
930110000,b1011111
930130000,b1100000
930150000,b1100001
930170000,b1100010
930190000,b1100011
930210000,b1100100
930230000,b1100101
930250000,b1100110
930270000,b1100111
930290000,b1101000
930310000,b1101001
930330000,b1101010
930350000,b1101011
930370000,b1101100
930390000,b1101101
930410000,b1101110
930430000,b1101111
930450000,b1110000
930470000,b1110001
930490000,b1110010
930510000,b1110011
930530000,b1110100
930550000,b1110101
930570000,b1110110
930590000,b1110111
930610000,b1111000
930630000,b1111001
930650000,b1111010
930670000,b1111011
930690000,b1111100
930710000,b1111101
930730000,b1111110
930750000,b1111111
930770000,b10000000
930790000,b10000001
930810000,b10000010
930830000,b10000011
930850000,b10000100
930870000,b10000101
930890000,b10000110
930910000,b10000111
930930000,b10001000
930950000,b10001001
930970000,b10001010
930990000,b10001011
931010000,b10001100
931030000,b10001101
931050000,b10001110
931070000,b10001111
931090000,b10010000
931110000,b10010001
931130000,b10010010
931150000,b10010011
931170000,b10010100
931190000,b10010101
931210000,b10010110
931230000,b10010111
931250000,b10011000
931270000,b10011001
931290000,b10011010
931310000,b10011011
931330000,b10011100
931350000,b10011101
931370000,b10011110
931390000,b10011111
931410000,b10100000
931430000,b10100001
931450000,b10100010
931470000,b10100011
931490000,b10100100
931510000,b10100101
931530000,b10100110
931550000,b10100111
931570000,b10101000
931590000,b10101001
931610000,b10101010
931630000,b10101011
931650000,b10101100
931670000,b10101101
931690000,b10101110
931710000,b10101111
931730000,b10110000
931750000,b10110001
931770000,b10110010
931790000,b10110011
931810000,b10110100
931830000,b10110101
931850000,b10110110
931870000,b10110111
931890000,b10111000
931910000,b10111001
931930000,b10111010
931950000,b10111011
931970000,b10111100
931990000,b10111101
932010000,b10111110
932030000,b10111111
932050000,b11000000
932070000,b11000001
932090000,b11000010
932110000,b11000011
932130000,b11000100
932150000,b11000101
932170000,b11000110
932190000,b11000111
932210000,b11001000
932230000,b11001001
932250000,b11001010
932270000,b11001011
932290000,b11001100
932310000,b11001101
932330000,b11001110
932350000,b11001111
932370000,b11010000
932390000,b11010001
932410000,b11010010
932430000,b11010011
932450000,b11010100
932470000,b11010101
932490000,b11010110
932510000,b11010111
932530000,b11011000
932550000,b11011001
932570000,b11011010
932590000,b11011011
932610000,b11011100
932630000,b11011101
932650000,b11011110
932670000,b11011111
932690000,b11100000
932710000,b11100001
932730000,b11100010
932750000,b11100011
932770000,b11100100
932790000,b11100101
932810000,b11100110
932830000,b11100111
932850000,b11101000
932870000,b11101001
932890000,b11101010
932910000,b11101011
932930000,b11101100
932950000,b11101101
932970000,b11101110
932990000,b11101111
933010000,b11110000
933030000,b11110001
933050000,b11110010
933070000,b11110011
933090000,b11110100
933110000,b11110101
933130000,b11110110
933150000,b11110111
933170000,b11111000
933190000,b11111001
933210000,b0
933230000,b1
933250000,b10
933270000,b0
933590000,b1
933610000,b10
933630000,b11
933650000,b100
933670000,b101
933690000,b110
933710000,b111
933730000,b1000
933750000,b1001
933770000,b1010
933790000,b1011
933810000,b1100
933830000,b1101
933850000,b1110
933870000,b1111
933890000,b10000
933910000,b10001
933930000,b10010
933950000,b10011
933970000,b10100
933990000,b10101
934010000,b10110
934030000,b10111
934050000,b11000
934070000,b11001
934090000,b11010
934110000,b11011
934130000,b11100
934150000,b11101
934170000,b11110
934190000,b11111
934210000,b100000
934230000,b100001
934250000,b100010
934270000,b100011
934290000,b100100
934310000,b100101
934330000,b100110
934350000,b100111
934370000,b101000
934390000,b101001
934410000,b101010
934430000,b101011
934450000,b101100
934470000,b101101
934490000,b101110
934510000,b101111
934530000,b110000
934550000,b110001
934570000,b110010
934590000,b110011
934610000,b110100
